timestamp,actual_rate,current_sample_rate,delta,encode_cost_ms,sample_cost_ms
1761892489,0.100000,0.100000,0.000000,0.01,6.00
1761892492,0.100000,0.100000,0.000000,0.00,4.00
1761892495,0.100000,0.100000,0.000000,0.00,3.75
1761892498,0.100000,0.100000,0.000000,0.00,4.00
1761892501,0.100000,0.100000,0.000000,0.00,4.33
1761892504,0.100000,0.100000,0.000000,0.00,4.29
1761892507,0.100000,0.100000,0.000000,0.00,4.22
1761892510,0.100000,0.100000,0.000000,0.00,3.75
1761892513,0.100000,0.100000,0.000000,0.00,3.64
1761892516,0.100000,0.100000,0.000000,0.00,3.56
1761892519,0.100000,0.100000,0.000000,0.00,3.79
1761892522,0.100000,0.100000,0.000000,0.00,3.71
1761892525,0.100000,0.100000,0.000000,0.00,3.75
1761892528,0.100000,0.100000,0.000000,0.00,3.63
1761892531,0.100000,0.097143,-0.002857,0.01,3.55
1761892534,0.098684,0.093546,-0.003597,0.01,3.55
1761892537,0.097500,0.088633,-0.004913,0.01,3.52
1761892540,0.095714,0.084364,-0.004269,0.01,3.47
1761892543,0.094000,0.080124,-0.004240,0.01,3.38
1761892546,0.092833,0.076333,-0.003791,0.01,3.28
1761892549,0.089855,0.072060,-0.004273,0.01,3.16
1761892552,0.087564,0.067674,-0.004386,0.01,3.03
1761892555,0.084713,0.063917,-0.003757,0.01,2.99
1761892558,0.082396,0.060515,-0.003402,0.01,2.85
1761892561,0.080476,0.057383,-0.003133,0.01,2.76
1761892564,0.078070,0.054892,-0.002491,0.01,2.68
1761892567,0.076016,0.052799,-0.002092,0.01,2.61
1761892570,0.074242,0.050992,-0.001808,0.01,2.51
1761892573,0.072695,0.049385,-0.001606,0.01,2.44
1761892576,0.070733,0.048245,-0.001140,0.01,2.37
1761892579,0.068994,0.047396,-0.000849,0.01,2.27
1761892582,0.067440,0.046746,-0.000650,0.01,2.20
1761892585,0.066045,0.046236,-0.000510,0.01,2.15
1761892588,0.064785,0.045819,-0.000417,0.02,2.09
1761892591,0.063641,0.045458,-0.000360,0.02,2.04
1761892594,0.062598,0.045138,-0.000321,0.02,2.00
1761892597,0.061643,0.044833,-0.000305,0.02,1.98
1761892600,0.060766,0.044536,-0.000296,0.02,1.95
1761892603,0.059957,0.044234,-0.000302,0.02,1.91
1761892606,0.059208,0.043926,-0.000309,0.02,1.87
1761892609,0.058740,0.043866,-0.000060,0.02,1.85
1761892612,0.058221,0.043902,0.000036,0.02,1.82
1761892615,0.057663,0.043926,0.000025,0.02,1.78
1761892618,0.057201,0.044034,0.000108,0.02,1.75
1761892621,0.056764,0.044200,0.000166,0.02,1.75
1761892624,0.056348,0.044415,0.000215,0.02,1.72
1761892627,0.056007,0.044757,0.000343,0.02,1.71
1761892630,0.055788,0.045406,0.000649,0.02,1.70
1761892633,0.055522,0.046203,0.000797,0.02,1.69
1761892636,0.055265,0.047140,0.000937,0.02,1.67
1761892639,0.055016,0.048205,0.001065,0.02,1.66
1761892642,0.054776,0.049394,0.001190,0.02,1.65
1761892645,0.054589,0.050830,0.001435,0.02,1.63
1761892648,0.054517,0.052183,0.001353,0.02,1.63
1761892651,0.054475,0.053854,0.001671,0.02,1.62
1761892654,0.054434,0.055821,0.001968,0.02,1.62
1761892657,0.054394,0.058484,0.002662,0.02,1.62
1761892660,0.054354,0.061026,0.002542,0.02,1.62
1761892663,0.054405,0.064234,0.003208,0.02,1.62
1761892666,0.054454,0.067145,0.002911,0.02,1.63
1761892669,0.054487,0.070710,0.003565,0.02,1.63
1761892672,0.054622,0.074339,0.003629,0.02,1.64
1761892675,0.054711,0.078645,0.004307,0.02,1.64
1761892678,0.054799,0.083702,0.005057,0.02,1.64
1761892681,0.055014,0.088658,0.004956,0.02,1.65
1761892684,0.055156,0.094437,0.005779,0.02,1.65
