timestamp,actual_rate,current_sample_rate,delta,encode_cost_ms,sample_cost_ms
1762148924,0.100000,0.100000,0.000000,0.00,5.00
1762148927,0.100000,0.100000,0.000000,0.00,4.00
1762148930,0.100000,0.100000,0.000000,0.00,4.00
1762148933,0.100000,0.100000,0.000000,0.00,4.67
1762148936,0.100000,0.100000,0.000000,0.00,4.50
1762148939,0.100000,0.100000,0.000000,0.00,4.40
1762148942,0.100000,0.100000,0.000000,0.00,4.40
1762148945,0.100000,0.100000,0.000000,0.00,4.33
1762148948,0.100000,0.100000,0.000000,0.00,4.29
1762148951,0.100000,0.100000,0.000000,0.00,4.00
1762148954,0.100000,0.100000,0.000000,0.00,3.78
1762148957,0.100000,0.100000,0.000000,0.00,3.70
1762148960,0.100000,0.100000,0.000000,0.00,3.58
1762148963,0.100000,0.100000,0.000000,0.00,3.46
1762148966,0.100000,0.100000,0.000000,0.00,3.43
1762148969,0.100000,0.100000,0.000000,0.00,3.31
1762148972,0.100000,0.100000,0.000000,0.00,3.31
1762148975,0.100000,0.100000,0.000000,0.00,3.29
1762148978,0.100000,0.100000,0.000000,0.00,3.28
1762148981,0.100000,0.100000,0.000000,0.00,3.21
1762148984,0.100000,0.092632,-0.007368,0.00,3.13
1762148987,0.098378,0.085037,-0.007595,0.00,3.03
1762148990,0.097000,0.078932,-0.006104,0.00,3.00
1762148993,0.094000,0.073552,-0.005380,0.01,2.87
1762148996,0.090377,0.068659,-0.004893,0.01,2.81
1762148999,0.086393,0.064669,-0.003990,0.01,2.66
1762149002,0.083333,0.060969,-0.003700,0.01,2.52
1762149005,0.080641,0.057614,-0.003356,0.01,2.44
1762149008,0.077471,0.055064,-0.002550,0.01,2.33
1762149011,0.075158,0.053122,-0.001942,0.01,2.24
1762149014,0.072336,0.051120,-0.002002,0.01,2.12
1762149017,0.070254,0.049182,-0.001937,0.01,2.03
1762149020,0.068333,0.047901,-0.001281,0.01,1.99
1762149023,0.067252,0.047346,-0.000555,0.01,1.95
1762149026,0.066444,0.047490,0.000144,0.01,1.92
1762149029,0.065319,0.047964,0.000474,0.01,1.87
1762149032,0.064452,0.048838,0.000874,0.01,1.85
1762149035,0.063642,0.050044,0.001206,0.01,1.82
1762149038,0.063377,0.051705,0.001661,0.01,1.81
1762149041,0.063205,0.054029,0.002324,0.01,1.80
1762149044,0.063121,0.057276,0.003247,0.01,1.80
1762149047,0.062956,0.061197,0.003921,0.01,1.81
1762149050,0.062919,0.065714,0.004517,0.01,1.80
1762149053,0.062901,0.071498,0.005784,0.01,1.79
1762149056,0.062945,0.078698,0.007200,0.01,1.80
1762149059,0.062988,0.088972,0.010274,0.01,1.80
1762149062,0.063193,0.098835,0.009863,0.01,1.81
1762149065,0.063353,0.111513,0.012678,0.01,1.81
1762149068,0.063631,0.127527,0.016014,0.01,1.82
1762149071,0.064294,0.143938,0.016411,0.01,1.84
1762149074,0.064737,0.165061,0.021123,0.01,1.85
1762149077,0.065838,0.184206,0.019145,0.01,1.92
1762149080,0.068418,0.188294,0.004088,0.01,2.02
1762149083,0.069665,0.190877,0.002583,0.01,2.07
1762149086,0.071648,0.187390,-0.003487,0.01,2.18
1762149089,0.072826,0.183333,-0.004056,0.01,2.22
1762149092,0.073978,0.178665,-0.004668,0.01,2.40
1762149095,0.074492,0.176778,-0.001888,0.01,2.42
1762149098,0.075503,0.174164,-0.002614,0.01,2.49
1762149101,0.076492,0.171085,-0.003079,0.01,2.52
1762149104,0.076979,0.170624,-0.000461,0.01,2.55
1762149107,0.078410,0.166335,-0.004289,0.01,2.63
1762149110,0.078827,0.164942,-0.001393,0.01,2.65
1762149113,0.080846,0.156308,-0.008634,0.01,2.72
1762149116,0.082524,0.144672,-0.011637,0.01,2.76
1762149119,0.083077,0.134979,-0.009692,0.01,2.77
1762149122,0.083301,0.127995,-0.006985,0.01,2.77
1762149125,0.083649,0.122337,-0.005658,0.01,2.78
1762149128,0.083991,0.117886,-0.004450,0.01,2.78
1762149131,0.084233,0.114676,-0.003211,0.01,2.78
1762149134,0.084470,0.112571,-0.002105,0.01,2.78
1762149137,0.084703,0.111433,-0.001138,0.01,2.79
1762149140,0.084818,0.112555,0.001122,0.01,2.79
1762149143,0.085045,0.114338,0.001783,0.01,2.79
1762149146,0.085268,0.116854,0.002517,0.01,2.79
1762149149,0.085595,0.118446,0.001592,0.01,2.80
1762149152,0.085913,0.119380,0.000934,0.01,2.82
1762149155,0.086223,0.119747,0.000367,0.01,2.84
1762149158,0.086426,0.121185,0.001437,0.01,2.84
1762149161,0.086849,0.121437,0.000252,0.01,2.86
1762149164,0.087125,0.122518,0.001081,0.01,2.90
1762149167,0.087397,0.124256,0.001738,0.01,2.90
1762149170,0.087664,0.126616,0.002360,0.01,2.90
1762149173,0.087927,0.129617,0.003001,0.01,2.90
1762149176,0.088185,0.133278,0.003661,0.01,2.90
1762149179,0.088353,0.139982,0.006704,0.01,2.90
1762149182,0.088520,0.150164,0.010181,0.01,2.90
1762149185,0.088765,0.164032,0.013868,0.01,2.93
1762149188,0.089328,0.175783,0.011751,0.01,2.95
1762149191,0.089961,0.185186,0.009402,0.01,2.97
1762149194,0.090313,0.198521,0.013335,0.01,2.98
1762149197,0.091085,0.207281,0.008761,0.01,3.02
1762149200,0.091506,0.219704,0.012422,0.01,3.05
1762149203,0.091962,0.235532,0.015828,0.01,3.06
1762149206,0.092490,0.254315,0.018783,0.01,3.09
1762149209,0.093688,0.260489,0.006175,0.01,3.14
1762149212,0.093688,0.280008,0.019519,0.01,3.14
1762149215,0.094394,0.297543,0.017535,0.01,3.17
1762149218,0.095132,0.313721,0.016178,0.01,3.22
1762149221,0.095940,0.328185,0.014464,0.01,3.25
1762149224,0.095940,0.345339,0.017154,0.01,3.25
