timestamp,lag,wait_ms
2025-10-29 16:33:02.950,0,12
2025-10-29 16:33:02.950,0,12
2025-10-29 16:33:02.964,4,23
2025-10-29 16:33:02.964,4,17
2025-10-29 16:33:03.899,2,2
2025-10-29 16:33:03.908,2,2
2025-10-29 16:33:03.911,4,3
2025-10-29 16:33:04.889,4,1
2025-10-29 16:33:04.895,4,1
2025-10-29 16:33:04.898,5,3
2025-10-29 16:33:04.904,5,1
2025-10-29 16:33:04.913,5,1
2025-10-29 16:33:04.919,5,1
2025-10-29 16:33:04.921,5,1
2025-10-29 16:33:05.894,6,2
2025-10-29 16:33:05.908,6,1
2025-10-29 16:33:05.913,6,1
2025-10-29 16:33:06.892,6,2
2025-10-29 16:33:06.896,6,2
2025-10-29 16:33:06.900,5,1
2025-10-29 16:33:06.903,5,1
2025-10-29 16:33:06.905,5,2
2025-10-29 16:33:06.908,5,1
2025-10-29 16:33:06.919,5,1
2025-10-29 16:33:07.889,5,1
2025-10-29 16:33:07.896,5,1
2025-10-29 16:33:07.899,8,2
2025-10-29 16:33:07.905,8,2
2025-10-29 16:33:07.912,8,1
2025-10-29 16:33:07.919,8,1
2025-10-29 16:33:08.893,8,2
2025-10-29 16:33:08.897,8,4
2025-10-29 16:33:08.912,7,1
2025-10-29 16:33:10.899,2,1
2025-10-29 16:33:10.908,1,1
2025-10-29 16:33:10.914,1,1
2025-10-29 16:33:11.926,1,3
2025-10-29 16:33:12.938,1,2
2025-10-29 16:33:12.940,1,2
2025-10-29 16:33:12.943,1,2
2025-10-29 16:33:12.944,1,2
2025-10-29 16:33:12.946,1,2
2025-10-29 16:33:12.959,1,3
2025-10-29 16:33:12.964,1,2
2025-10-29 16:33:12.967,1,2
2025-10-29 16:33:12.983,1,2
2025-10-29 16:33:13.933,1,3
2025-10-29 16:33:13.957,1,2
2025-10-29 16:33:13.964,11,2
2025-10-29 16:33:13.984,11,2
2025-10-29 16:33:14.936,3,2
2025-10-29 16:33:14.946,3,2
2025-10-29 16:33:14.961,3,2
2025-10-29 16:33:14.965,3,2
2025-10-29 16:33:14.979,3,2
2025-10-29 16:33:15.945,5,2
2025-10-29 16:33:15.950,5,2
2025-10-29 16:33:15.955,5,2
2025-10-29 16:33:15.956,5,2
2025-10-29 16:33:15.974,5,6
2025-10-29 16:33:15.987,5,2
2025-10-29 16:33:15.991,5,2
2025-10-29 16:33:16.937,5,2
2025-10-29 16:33:16.942,5,3
2025-10-29 16:33:16.942,5,2
2025-10-29 16:33:16.947,10,2
2025-10-29 16:33:16.949,10,1
2025-10-29 16:33:16.953,10,1
2025-10-29 16:33:16.970,10,2
2025-10-29 16:33:16.973,10,2
2025-10-29 16:33:16.984,10,2
2025-10-29 16:33:16.986,10,2
2025-10-29 16:33:18.001,11,64
2025-10-29 16:33:18.001,11,53
2025-10-29 16:33:18.001,11,52
2025-10-29 16:33:18.001,11,47
2025-10-29 16:33:18.001,11,44
2025-10-29 16:33:18.001,11,18
2025-10-29 16:33:18.001,11,17
2025-10-29 16:33:18.934,11,4
2025-10-29 16:33:18.940,11,2
2025-10-29 16:33:18.943,10,4
2025-10-29 16:33:18.945,10,2
2025-10-29 16:33:18.952,10,3
2025-10-29 16:33:18.957,10,2
2025-10-29 16:33:18.969,10,2
2025-10-29 16:33:18.974,10,2
2025-10-29 16:33:18.977,10,2
2025-10-29 16:33:18.979,10,2
2025-10-29 16:33:20.000,13,1017
2025-10-29 16:33:20.000,13,1014
2025-10-29 16:33:20.000,13,1010
2025-10-29 16:33:20.000,13,1008
2025-10-29 16:33:20.000,13,58
2025-10-29 16:33:20.000,13,56
2025-10-29 16:33:20.000,13,53
2025-10-29 16:33:20.000,13,48
2025-10-29 16:33:20.000,13,46
2025-10-29 16:33:20.000,13,41
2025-10-29 16:33:21.000,16,1034
2025-10-29 16:33:21.000,16,1026
2025-10-29 16:33:21.000,16,1024
2025-10-29 16:33:21.000,16,1011
2025-10-29 16:33:21.000,16,72
2025-10-29 16:33:21.000,16,59
2025-10-29 16:33:21.000,16,57
2025-10-29 16:33:21.000,16,41
2025-10-29 16:33:21.000,16,36
2025-10-29 16:33:21.000,16,32
2025-10-29 16:33:22.001,19,1033
2025-10-29 16:33:22.001,19,1032
2025-10-29 16:33:22.001,19,1024
2025-10-29 16:33:22.001,19,1020
2025-10-29 16:33:22.001,19,1019
2025-10-29 16:33:22.001,19,1017
2025-10-29 16:33:22.001,19,1013
2025-10-29 16:33:22.001,19,69
2025-10-29 16:33:22.001,19,63
2025-10-29 16:33:22.001,19,56
2025-10-29 16:33:23.000,19,1054
2025-10-29 16:33:23.000,19,1025
2025-10-29 16:33:23.000,19,1019
2025-10-29 16:33:23.000,19,2
2025-10-29 16:33:23.003,14,1
2025-10-29 16:33:23.007,14,2
2025-10-29 16:33:23.008,14,1
2025-10-29 16:33:23.010,14,2
2025-10-29 16:33:23.016,14,2
2025-10-29 16:33:23.023,14,2
2025-10-29 16:33:24.000,14,959
2025-10-29 16:33:24.000,14,951
2025-10-29 16:33:24.000,14,941
2025-10-29 16:33:24.000,14,926
2025-10-29 16:33:24.000,14,910
2025-10-29 16:33:24.000,14,897
2025-10-29 16:33:24.000,14,893
2025-10-29 16:33:24.000,14,6
2025-10-29 16:33:24.013,14,2
2025-10-29 16:33:24.015,19,2
2025-10-29 16:33:25.000,19,976
2025-10-29 16:33:25.000,19,962
2025-10-29 16:33:25.000,19,938
2025-10-29 16:33:25.000,19,937
2025-10-29 16:33:25.000,19,932
2025-10-29 16:33:25.000,19,929
2025-10-29 16:33:25.000,19,913
2025-10-29 16:33:25.000,19,896
2025-10-29 16:33:25.003,19,2
2025-10-29 16:33:25.019,19,2
2025-10-29 16:33:26.000,20,981
2025-10-29 16:33:26.000,20,976
2025-10-29 16:33:26.000,20,972
2025-10-29 16:33:26.000,20,969
2025-10-29 16:33:26.000,20,966
2025-10-29 16:33:26.000,20,964
2025-10-29 16:33:26.000,20,958
2025-10-29 16:33:26.000,20,953
2025-10-29 16:33:26.000,20,952
2025-10-29 16:33:26.000,20,950
2025-10-29 16:33:27.001,25,1948
2025-10-29 16:33:27.001,25,1931
2025-10-29 16:33:27.001,25,1930
2025-10-29 16:33:27.001,25,1929
2025-10-29 16:33:27.001,25,1927
2025-10-29 16:33:27.001,25,1924
2025-10-29 16:33:27.001,25,1914
2025-10-29 16:33:27.001,25,1911
2025-10-29 16:33:27.001,25,1904
2025-10-29 16:33:27.001,25,1901
2025-10-29 16:33:28.000,32,2899
2025-10-29 16:33:28.000,32,2891
2025-10-29 16:33:28.000,32,1996
2025-10-29 16:33:28.000,32,1991
2025-10-29 16:33:28.000,32,1986
2025-10-29 16:33:28.000,32,1976
2025-10-29 16:33:28.000,32,1966
2025-10-29 16:33:28.000,32,1959
2025-10-29 16:33:28.000,32,1945
2025-10-29 16:33:28.000,32,1940
2025-10-29 16:33:29.001,36,2940
2025-10-29 16:33:29.001,36,2935
2025-10-29 16:33:29.001,36,2932
2025-10-29 16:33:29.001,36,2915
2025-10-29 16:33:29.001,36,2911
2025-10-29 16:33:29.001,36,2903
2025-10-29 16:33:29.001,36,2896
2025-10-29 16:33:29.001,36,2892
2025-10-29 16:33:29.001,36,2886
2025-10-29 16:33:29.001,36,2884
2025-10-29 16:33:30.000,41,3001
2025-10-29 16:33:30.000,41,2989
2025-10-29 16:33:30.000,41,2972
2025-10-29 16:33:30.000,41,2953
2025-10-29 16:33:30.000,41,2938
2025-10-29 16:33:30.000,41,2935
2025-10-29 16:33:30.000,41,2930
2025-10-29 16:33:30.000,41,2929
2025-10-29 16:33:30.000,41,2924
2025-10-29 16:33:30.000,41,2902
2025-10-29 16:33:31.001,60,3902
2025-10-29 16:33:31.001,60,3901
2025-10-29 16:33:31.001,60,3881
2025-10-29 16:33:31.001,60,3880
2025-10-29 16:33:31.001,60,2983
2025-10-29 16:33:31.001,60,2972
2025-10-29 16:33:31.001,60,2968
2025-10-29 16:33:31.001,60,2962
2025-10-29 16:33:31.001,60,2949
2025-10-29 16:33:31.001,60,2947
2025-10-29 16:33:32.000,87,3940
2025-10-29 16:33:32.000,87,3932
2025-10-29 16:33:32.000,87,3930
2025-10-29 16:33:32.000,87,3927
2025-10-29 16:33:32.000,87,3922
2025-10-29 16:33:32.000,87,3913
2025-10-29 16:33:32.000,87,3913
2025-10-29 16:33:32.000,87,3894
2025-10-29 16:33:32.000,87,3891
2025-10-29 16:33:32.000,87,3007
2025-10-29 16:33:33.000,87,3984
2025-10-29 16:33:33.000,87,3980
2025-10-29 16:33:33.000,87,3978
2025-10-29 16:33:33.000,87,3977
2025-10-29 16:33:33.000,87,3959
2025-10-29 16:33:33.000,87,3956
2025-10-29 16:33:33.000,87,3941
2025-10-29 16:33:33.000,87,3938
2025-10-29 16:33:33.000,87,3938
2025-10-29 16:33:33.000,87,3935
2025-10-29 16:33:34.001,93,4934
2025-10-29 16:33:34.001,93,4930
2025-10-29 16:33:34.001,93,4925
2025-10-29 16:33:34.001,93,4923
2025-10-29 16:33:34.001,93,4916
2025-10-29 16:33:34.001,93,4909
2025-10-29 16:33:34.001,93,4904
2025-10-29 16:33:34.001,93,4896
2025-10-29 16:33:34.001,93,3996
2025-10-29 16:33:34.001,93,3988
2025-10-29 16:33:35.000,129,4985
2025-10-29 16:33:35.000,129,4979
2025-10-29 16:33:35.000,129,4972
2025-10-29 16:33:35.000,129,4963
2025-10-29 16:33:35.000,129,4962
2025-10-29 16:33:35.000,129,4957
2025-10-29 16:33:35.000,129,4951
2025-10-29 16:33:35.000,129,4946
2025-10-29 16:33:35.000,129,4932
2025-10-29 16:33:35.000,129,4930
2025-10-29 16:33:36.001,136,5926
2025-10-29 16:33:36.001,136,5919
2025-10-29 16:33:36.001,136,5918
2025-10-29 16:33:36.001,136,5916
2025-10-29 16:33:36.001,136,5914
2025-10-29 16:33:36.001,136,5906
2025-10-29 16:33:36.001,136,5899
2025-10-29 16:33:36.001,136,5897
2025-10-29 16:33:36.001,136,5896
2025-10-29 16:33:36.001,136,5890
2025-10-29 16:33:37.000,148,6887
2025-10-29 16:33:37.000,148,6004
2025-10-29 16:33:37.000,148,5997
2025-10-29 16:33:37.000,148,5994
2025-10-29 16:33:37.000,148,5993
2025-10-29 16:33:37.000,148,5986
2025-10-29 16:33:37.000,148,5984
2025-10-29 16:33:37.000,148,5982
2025-10-29 16:33:37.000,148,5975
2025-10-29 16:33:37.000,148,5971
2025-10-29 16:33:38.001,181,6962
2025-10-29 16:33:38.001,181,6959
2025-10-29 16:33:38.001,181,6957
2025-10-29 16:33:38.001,181,6954
2025-10-29 16:33:38.001,181,6953
2025-10-29 16:33:38.001,181,6952
2025-10-29 16:33:38.001,181,6948
2025-10-29 16:33:38.001,181,6943
2025-10-29 16:33:38.001,181,6938
2025-10-29 16:33:38.001,181,6935
2025-10-29 16:33:39.000,202,7932
2025-10-29 16:33:39.000,202,7929
2025-10-29 16:33:39.000,202,7927
2025-10-29 16:33:39.000,202,7919
2025-10-29 16:33:39.000,202,7896
2025-10-29 16:33:39.000,202,7893
2025-10-29 16:33:39.000,202,7891
2025-10-29 16:33:39.000,202,7002
2025-10-29 16:33:39.000,202,7000
2025-10-29 16:33:39.000,202,6995
2025-10-29 16:33:40.001,217,7991
2025-10-29 16:33:40.001,217,7980
2025-10-29 16:33:40.001,217,7976
2025-10-29 16:33:40.001,217,7972
2025-10-29 16:33:40.001,217,7965
2025-10-29 16:33:40.001,217,7953
2025-10-29 16:33:40.001,217,7947
2025-10-29 16:33:40.001,217,7943
2025-10-29 16:33:40.001,217,7915
2025-10-29 16:33:40.001,217,7908
2025-10-29 16:33:41.001,238,8907
2025-10-29 16:33:41.001,238,8897
2025-10-29 16:33:41.001,238,8875
2025-10-29 16:33:41.001,238,8866
2025-10-29 16:33:41.001,238,8860
2025-10-29 16:33:41.001,238,8853
2025-10-29 16:33:41.001,238,7842
2025-10-29 16:33:41.001,238,7833
2025-10-29 16:33:41.001,238,7818
2025-10-29 16:33:41.001,238,7809
2025-10-29 16:33:42.000,269,8807
2025-10-29 16:33:42.000,269,8767
2025-10-29 16:33:42.000,269,8759
2025-10-29 16:33:42.000,269,8753
2025-10-29 16:33:42.000,269,8751
2025-10-29 16:33:42.000,269,8743
2025-10-29 16:33:42.000,269,8736
2025-10-29 16:33:42.000,269,8733
2025-10-29 16:33:42.000,269,8725
2025-10-29 16:33:42.000,269,8724
2025-10-29 16:33:43.000,288,9716
2025-10-29 16:33:43.000,288,9715
2025-10-29 16:33:43.000,288,9705
2025-10-29 16:33:43.000,288,9686
2025-10-29 16:33:43.000,288,9680
