timestamp,actual_rate,current_sample_rate,delta,encode_cost_ms,sample_cost_ms
1761882701,0.100000,0.100000,0.000000,0.00,6.00
1761882704,0.100000,0.100000,0.000000,0.00,5.00
1761882707,0.100000,0.100000,0.000000,0.00,4.33
1761882710,0.100000,0.100000,0.000000,0.00,3.75
1761882713,0.100000,0.100000,0.000000,0.00,3.67
1761882716,0.100000,0.100000,0.000000,0.00,3.57
1761882719,0.100000,0.100000,0.000000,0.00,3.38
1761882722,0.100000,0.100000,0.000000,0.00,3.27
1761882725,0.100000,0.100000,0.000000,0.00,3.00
1761882728,0.100000,0.100000,0.000000,0.00,3.06
1761882731,0.100000,0.100000,0.000000,0.00,3.17
1761882734,0.100000,0.100000,0.000000,0.00,3.05
1761882737,0.100000,0.100000,0.000000,0.00,3.13
1761882740,0.100000,0.100000,0.000000,0.00,3.24
1761882743,0.100000,0.098462,-0.001538,0.00,3.32
1761882746,0.098611,0.098416,-0.000045,0.00,3.31
1761882749,0.097381,0.099848,0.001431,0.01,3.29
1761882752,0.096596,0.101936,0.002089,0.01,3.15
1761882755,0.096923,0.100565,-0.001371,0.01,3.19
1761882758,0.097241,0.096456,-0.004109,0.01,3.17
1761882761,0.096364,0.092042,-0.004414,0.01,3.12
1761882764,0.095600,0.086509,-0.005533,0.01,3.04
1761882767,0.093929,0.081554,-0.004955,0.01,3.00
1761882770,0.092581,0.077121,-0.004433,0.01,2.89
1761882773,0.090588,0.073803,-0.003318,0.01,2.80
1761882776,0.088919,0.070958,-0.002845,0.01,2.76
1761882779,0.087500,0.068325,-0.002633,0.01,2.74
1761882782,0.085581,0.066239,-0.002086,0.01,2.69
1761882785,0.083913,0.064405,-0.001834,0.01,2.62
1761882788,0.082449,0.062656,-0.001749,0.01,2.59
1761882791,0.081154,0.060951,-0.001705,0.01,2.55
1761882794,0.080000,0.059265,-0.001685,0.02,2.51
1761882797,0.078448,0.057830,-0.001435,0.02,2.47
1761882800,0.077198,0.056651,-0.001179,0.02,2.42
1761882803,0.075916,0.055509,-0.001142,0.02,2.36
1761882806,0.074750,0.054396,-0.001113,0.02,2.32
1761882809,0.073684,0.053306,-0.001090,0.02,2.28
1761882812,0.072706,0.052236,-0.001069,0.02,2.23
1761882815,0.071806,0.051186,-0.001050,0.02,2.20
1761882818,0.070975,0.050156,-0.001030,0.02,2.16
1761882821,0.070455,0.049390,-0.000766,0.02,2.14
1761882824,0.069598,0.048846,-0.000543,0.02,2.11
1761882827,0.068789,0.048455,-0.000392,0.02,2.07
1761882830,0.067917,0.048110,-0.000344,0.02,2.04
1761882833,0.067196,0.047880,-0.000230,0.02,2.01
1761882836,0.066511,0.047733,-0.000147,0.02,1.99
1761882839,0.065860,0.047647,-0.000087,0.02,1.97
1761882842,0.065326,0.047676,0.000029,0.02,1.96
1761882845,0.064899,0.047862,0.000186,0.02,1.95
1761882848,0.064567,0.048245,0.000383,0.02,1.94
1761882851,0.064164,0.048711,0.000466,0.02,1.96
1761882854,0.063774,0.049251,0.000540,0.02,1.95
1761882857,0.063397,0.049859,0.000607,0.02,1.93
1761882860,0.063031,0.050527,0.000668,0.02,1.91
1761882863,0.062910,0.051348,0.000821,0.02,1.90
1761882866,0.062791,0.052302,0.000954,0.02,1.90
1761882869,0.062675,0.053382,0.001080,0.02,1.89
1761882872,0.062560,0.054576,0.001193,0.02,1.88
1761882875,0.062448,0.055881,0.001305,0.02,1.87
1761882878,0.062337,0.057299,0.001418,0.02,1.87
1761882881,0.062265,0.058972,0.001674,0.02,1.87
1761882884,0.062157,0.060741,0.001769,0.02,1.88
1761882887,0.062145,0.062713,0.001972,0.02,1.88
1761882890,0.062126,0.064687,0.001975,0.02,1.88
1761882893,0.062114,0.066912,0.002224,0.02,1.87
1761882896,0.062102,0.069387,0.002475,0.02,1.87
1761882899,0.062085,0.071877,0.002490,0.02,1.86
1761882902,0.062107,0.074900,0.003023,0.02,1.87
1761882905,0.062151,0.078133,0.003233,0.02,1.87
1761882908,0.062173,0.081988,0.003855,0.02,1.87
1761882911,0.062222,0.086454,0.004467,0.02,1.88
1761882914,0.062271,0.091609,0.005155,0.02,1.88
1761882917,0.062348,0.098239,0.006630,0.02,1.88
1761882920,0.062500,0.104929,0.006690,0.02,1.89
1761882923,0.062603,0.112642,0.007713,0.02,1.90
1761882926,0.062732,0.121458,0.008816,0.02,1.91
1761882929,0.062888,0.131518,0.010060,0.02,1.91
1761882932,0.063071,0.142971,0.011454,0.02,1.91
1761882935,0.063486,0.153451,0.010480,0.02,1.93
1761882938,0.063720,0.165636,0.012184,0.02,1.94
1761882941,0.063978,0.179652,0.014017,0.02,1.95
1761882944,0.064263,0.195682,0.016029,0.02,1.96
1761882947,0.064599,0.213619,0.017938,0.02,1.97
1761882950,0.065372,0.226404,0.012784,0.02,2.00
1761882953,0.065782,0.240678,0.014274,0.02,2.02
1761882956,0.066243,0.255918,0.015240,0.02,2.04
1761882959,0.066728,0.271915,0.015997,0.02,2.06
1761882962,0.067263,0.288004,0.016089,0.02,2.07
1761882965,0.068377,0.293342,0.005338,0.02,2.12
1761882968,0.068956,0.298699,0.005357,0.02,2.13
1761882971,0.069531,0.304006,0.005307,0.02,2.16
1761882974,0.070130,0.308898,0.004892,0.02,2.18
1761882977,0.070725,0.313385,0.004487,0.02,2.20
1761882980,0.071959,0.307910,-0.005474,0.02,2.24
