timestamp,rate
2025-11-03 15:49:07.258,26
2025-11-03 15:49:08.258,30
2025-11-03 15:49:09.258,48
2025-11-03 15:49:10.257,26
2025-11-03 15:49:11.258,32
2025-11-03 15:49:12.258,22
2025-11-03 15:49:13.257,20
2025-11-03 15:49:14.257,28
2025-11-03 15:49:15.258,30
2025-11-03 15:49:16.257,28
2025-11-03 15:49:17.258,50
2025-11-03 15:49:18.257,28
2025-11-03 15:49:19.258,20
2025-11-03 15:49:20.257,16
2025-11-03 15:49:21.258,16
2025-11-03 15:49:22.258,24
2025-11-03 15:49:23.258,8
2025-11-03 15:49:24.258,36
2025-11-03 15:49:25.257,14
2025-11-03 15:49:26.258,12
2025-11-03 15:49:27.257,10
2025-11-03 15:49:28.258,26
2025-11-03 15:49:29.258,32
2025-11-03 15:49:30.257,16
2025-11-03 15:49:31.258,42
2025-11-03 15:49:32.258,34
2025-11-03 15:49:33.257,12
2025-11-03 15:49:34.258,10
2025-11-03 15:49:35.258,28
2025-11-03 15:49:36.258,30
2025-11-03 15:49:37.258,56
2025-11-03 15:49:38.258,64
2025-11-03 15:49:39.258,34
2025-11-03 15:49:40.257,42
2025-11-03 15:49:41.257,40
2025-11-03 15:49:42.258,48
2025-11-03 15:49:43.258,20
2025-11-03 15:49:44.258,38
2025-11-03 15:49:45.258,50
2025-11-03 15:49:46.258,52
2025-11-03 15:49:47.257,50
2025-11-03 15:49:48.258,30
2025-11-03 15:49:49.258,40
2025-11-03 15:49:50.258,36
2025-11-03 15:49:51.258,40
2025-11-03 15:49:52.257,40
2025-11-03 15:49:53.258,52
2025-11-03 15:49:54.258,72
2025-11-03 15:49:55.258,20
2025-11-03 15:49:56.257,18
2025-11-03 15:49:57.257,20
2025-11-03 15:49:58.258,18
2025-11-03 15:49:59.258,16
2025-11-03 15:50:00.258,24
2025-11-03 15:50:01.258,18
2025-11-03 15:50:02.258,12
2025-11-03 15:50:03.257,38
2025-11-03 15:50:04.257,28
2025-11-03 15:50:05.258,64
2025-11-03 15:50:06.258,56
2025-11-03 15:50:07.258,58
2025-11-03 15:50:08.258,152
2025-11-03 15:50:09.258,510
2025-11-03 15:50:10.258,424
2025-11-03 15:50:11.258,304
2025-11-03 15:50:12.257,168
2025-11-03 15:50:13.258,162
2025-11-03 15:50:14.258,128
2025-11-03 15:50:15.258,78
2025-11-03 15:50:16.258,64
2025-11-03 15:50:17.258,124
2025-11-03 15:50:18.258,150
2025-11-03 15:50:19.258,232
2025-11-03 15:50:20.257,230
2025-11-03 15:50:21.257,260
2025-11-03 15:50:22.258,276
2025-11-03 15:50:23.257,208
2025-11-03 15:50:24.258,218
2025-11-03 15:50:25.258,270
2025-11-03 15:50:26.258,332
2025-11-03 15:50:27.258,334
2025-11-03 15:50:28.258,182
2025-11-03 15:50:29.258,242
2025-11-03 15:50:30.258,282
2025-11-03 15:50:31.258,340
2025-11-03 15:50:32.257,308
2025-11-03 15:50:33.258,368
2025-11-03 15:50:34.258,182
2025-11-03 15:50:35.258,208
2025-11-03 15:50:36.257,210
2025-11-03 15:50:37.258,308
2025-11-03 15:50:38.257,500
2025-11-03 15:50:39.258,354
2025-11-03 15:50:40.258,318
2025-11-03 15:50:41.257,396
2025-11-03 15:50:42.258,352
2025-11-03 15:50:43.257,312
2025-11-03 15:50:44.258,224
2025-11-03 15:50:45.258,220
2025-11-03 15:50:46.257,276
2025-11-03 15:50:47.258,254
2025-11-03 15:50:48.258,154
2025-11-03 15:50:49.258,80
2025-11-03 15:50:50.258,130
2025-11-03 15:50:51.258,124
2025-11-03 15:50:52.258,184
2025-11-03 15:50:53.258,346
2025-11-03 15:50:54.258,134
2025-11-03 15:50:55.257,86
2025-11-03 15:50:56.258,120
2025-11-03 15:50:57.258,208
2025-11-03 15:50:58.257,154
2025-11-03 15:50:59.257,150
2025-11-03 15:51:00.258,182
2025-11-03 15:51:01.257,104
2025-11-03 15:51:02.258,132
2025-11-03 15:51:03.258,88
2025-11-03 15:51:04.258,82
2025-11-03 15:51:05.258,44
2025-11-03 15:51:06.258,54
2025-11-03 15:51:07.258,86
2025-11-03 15:51:08.258,26
2025-11-03 15:51:09.258,78
2025-11-03 15:51:10.258,64
2025-11-03 15:51:11.258,52
2025-11-03 15:51:12.258,24
2025-11-03 15:51:13.258,42
2025-11-03 15:51:14.257,60
2025-11-03 15:51:15.258,76
2025-11-03 15:51:16.258,50
2025-11-03 15:51:17.258,38
2025-11-03 15:51:18.258,30
2025-11-03 15:51:19.258,58
2025-11-03 15:51:20.258,24
2025-11-03 15:51:21.258,32
2025-11-03 15:51:22.258,38
2025-11-03 15:51:23.258,58
2025-11-03 15:51:24.258,40
2025-11-03 15:51:25.258,28
2025-11-03 15:51:26.258,58
2025-11-03 15:51:27.257,56
2025-11-03 15:51:28.257,48
2025-11-03 15:51:29.257,34
2025-11-03 15:51:30.258,26
2025-11-03 15:51:31.258,50
2025-11-03 15:51:32.257,44
2025-11-03 15:51:33.258,60
2025-11-03 15:51:34.258,36
2025-11-03 15:51:35.258,46
2025-11-03 15:51:36.258,60
2025-11-03 15:51:37.258,52
2025-11-03 15:51:38.258,54
2025-11-03 15:51:39.258,48
2025-11-03 15:51:40.258,44
2025-11-03 15:51:41.257,42
2025-11-03 15:51:42.258,38
2025-11-03 15:51:43.258,104
2025-11-03 15:51:44.257,108
2025-11-03 15:51:45.258,62
2025-11-03 15:51:46.258,180
2025-11-03 15:51:47.258,140
2025-11-03 15:51:48.258,44
2025-11-03 15:51:49.258,50
2025-11-03 15:51:50.258,86
2025-11-03 15:51:51.258,102
2025-11-03 15:51:52.258,44
2025-11-03 15:51:53.258,52
2025-11-03 15:51:54.258,58
2025-11-03 15:51:55.258,100
2025-11-03 15:51:56.257,70
2025-11-03 15:51:57.257,50
2025-11-03 15:51:58.258,44
2025-11-03 15:51:59.258,32
2025-11-03 15:52:00.258,56
2025-11-03 15:52:01.258,44
2025-11-03 15:52:02.258,64
2025-11-03 15:52:03.258,46
2025-11-03 15:52:04.257,46
2025-11-03 15:52:05.258,60
2025-11-03 15:52:06.258,66
2025-11-03 15:52:07.257,70
2025-11-03 15:52:08.257,54
2025-11-03 15:52:09.257,60
2025-11-03 15:52:10.258,58
2025-11-03 15:52:11.258,84
2025-11-03 15:52:12.258,68
2025-11-03 15:52:13.258,60
2025-11-03 15:52:14.258,46
2025-11-03 15:52:15.258,54
2025-11-03 15:52:16.259,44
2025-11-03 15:52:17.258,174
2025-11-03 15:52:18.257,152
2025-11-03 15:52:19.258,156
2025-11-03 15:52:20.257,156
2025-11-03 15:52:21.258,124
2025-11-03 15:52:22.258,146
2025-11-03 15:52:23.258,84
2025-11-03 15:52:24.258,44
2025-11-03 15:52:25.258,110
2025-11-03 15:52:26.258,26
2025-11-03 15:52:27.258,46
2025-11-03 15:52:28.258,58
2025-11-03 15:52:29.259,68
2025-11-03 15:52:30.258,84
2025-11-03 15:52:31.258,44
2025-11-03 15:52:32.257,76
2025-11-03 15:52:33.258,46
2025-11-03 15:52:34.257,62
2025-11-03 15:52:35.257,54
2025-11-03 15:52:36.257,38
2025-11-03 15:52:37.258,64
2025-11-03 15:52:38.257,66
2025-11-03 15:52:39.257,102
2025-11-03 15:52:40.258,28
2025-11-03 15:52:41.258,50
2025-11-03 15:52:42.257,54
2025-11-03 15:52:43.258,52
2025-11-03 15:52:44.258,62
2025-11-03 15:52:45.257,40
2025-11-03 15:52:46.258,60
2025-11-03 15:52:47.258,36
2025-11-03 15:52:48.257,50
2025-11-03 15:52:49.258,42
2025-11-03 15:52:50.258,62
2025-11-03 15:52:51.257,124
2025-11-03 15:52:52.258,74
2025-11-03 15:52:53.258,56
2025-11-03 15:52:54.258,132
2025-11-03 15:52:55.258,74
2025-11-03 15:52:56.258,92
2025-11-03 15:52:57.258,88
