timestamp,actual_rate,current_sample_rate,delta,encode_cost_ms,sample_cost_ms
1762161097,1.000000,0.000000,-0.167826,0.00,10.00
1762161100,1.000000,0.000000,-0.094186,0.00,10.00
1762161103,1.000000,0.000000,-0.075701,0.00,10.50
1762161106,1.000000,0.000000,-0.064286,0.00,10.60
1762161109,1.000000,0.000000,-0.055862,0.00,9.83
1762161112,1.000000,0.000000,-0.049390,0.00,9.43
1762161115,1.000000,0.000000,-0.051266,0.00,9.43
1762161118,1.000000,0.000000,-0.040099,0.00,10.33
1762161121,1.000000,0.000000,-0.041327,0.00,10.33
1762161124,1.000000,0.056250,0.056250,0.00,10.09
1762161127,1.000000,0.091611,0.035361,0.00,10.15
1762161130,1.000000,0.133632,0.042021,0.00,10.13
1762161133,1.000000,0.192217,0.058586,0.00,9.94
1762161136,1.000000,0.257542,0.065325,0.00,10.00
1762161139,1.000000,0.429931,0.172389,0.00,9.95
1762161142,1.000000,0.789715,0.359784,0.00,9.90
1762161145,1.000000,NaN,NaN,0.00,9.91
1762161148,1.000000,NaN,NaN,0.00,9.87
1762161151,1.000000,NaN,NaN,0.00,9.84
1762161154,1.000000,NaN,NaN,0.00,9.82
1762161157,1.000000,NaN,NaN,0.00,9.74
1762161160,1.000000,NaN,NaN,0.00,9.68
1762161163,1.000000,NaN,NaN,0.00,9.68
1762161166,1.000000,NaN,NaN,0.00,9.68
