timestamp,actual_rate,current_sample_rate,delta
1761824085,0.086583,0.163882,0.006746
1761824088,0.086950,0.171140,0.007258
1761824091,0.087772,0.176441,0.005302
1761824094,0.088177,0.182737,0.006295
1761824097,0.088627,0.189653,0.006916
1761824100,0.089073,0.197251,0.007599
1761824103,0.089563,0.205359,0.008107
1761824106,0.090625,0.210108,0.004750
1761824109,0.091196,0.215776,0.005668
1761824112,0.091762,0.222115,0.006340
1761824115,0.092370,0.228873,0.006757
1761824118,0.092972,0.235922,0.007049
1761824121,0.094252,0.237638,0.001716
1761824124,0.094884,0.240542,0.002904
1761824127,0.095556,0.243682,0.003140
1761824130,0.096221,0.246764,0.003082
1761824133,0.096881,0.249606,0.002842
1761824136,0.098182,0.243501,-0.006104
1761824139,0.098824,0.232108,-0.011393
1761824142,0.099414,0.217432,-0.014676
1761824145,0.099910,0.201727,-0.015706
1761824148,0.100357,0.182896,-0.018831
1761824151,0.101062,0.160177,-0.022719
1761824154,0.101834,0.113017,-0.047160
1761824157,0.101940,0.084245,-0.028772
1761824160,0.101660,0.065616,-0.018628
1761824163,0.101134,0.043857,-0.021760
1761824166,0.099631,0.045716,0.001860
1761824169,0.098200,0.059940,0.014224
1761824172,0.097070,0.076792,0.016852
1761824175,0.096757,0.096084,0.019292
1761824178,0.096679,0.114558,0.018473
1761824181,0.096830,0.130544,0.015986
1761824184,0.096955,0.149597,0.019053
1761824187,0.097276,0.166261,0.016664
1761824190,0.097509,0.184805,0.018544
1761824193,0.097815,0.198424,0.013619
1761824196,0.098155,0.214809,0.016385
1761824199,0.098566,0.224352,0.009544
1761824202,0.099453,0.223305,-0.001047
1761824205,0.099891,0.215610,-0.007695
1761824208,0.100290,0.203768,-0.011842
1761824211,0.100650,0.189341,-0.014428
1761824214,0.100935,0.154307,-0.035034
1761824217,0.101286,0.123347,-0.030959
1761824220,0.101352,0.095581,-0.027767
1761824223,0.101312,0.071947,-0.023633
1761824226,0.101201,0.052717,-0.019230
1761824229,0.101021,0.038011,-0.014705
1761824232,0.100524,0.023596,-0.014416
1761824235,0.100244,0.018126,-0.005470
1761824238,0.099931,0.019656,0.001530
1761824241,0.099619,0.026469,0.006814
1761824244,0.099345,0.036868,0.010398
1761824247,0.098870,0.059716,0.022848
1761824250,0.098703,0.082613,0.022897
1761824253,0.098639,0.104091,0.021478
1761824256,0.098644,0.131994,0.027903
1761824259,0.098750,0.154451,0.022457
1761824262,0.099094,0.175184,0.020733
1761824265,0.099331,0.188369,0.013185
1761824268,0.099600,0.195302,0.006933
1761824271,0.099900,0.196772,0.001469
1761824274,0.100199,0.190620,-0.006152
1761824277,0.100789,0.173254,-0.017366
1761824280,0.101016,0.153835,-0.019420
1761824283,0.101176,0.133822,-0.020013
1761824286,0.101270,0.114332,-0.019490
1761824289,0.101299,0.056437,-0.057896
1761824292,0.100968,0.029761,-0.026675
1761824295,0.100707,0.013045,-0.016716
1761824298,0.100417,0.004544,-0.008502
1761824301,0.100128,0.002317,-0.002227
1761824304,0.099809,0.005585,0.003268
1761824307,0.099177,0.024198,0.018613
1761824310,0.098927,0.045239,0.021041
1761824313,0.098742,0.067237,0.021998
1761824316,0.098621,0.097537,0.030300
1761824319,0.098594,0.124585,0.027048
1761824322,0.098727,0.153084,0.028499
1761824325,0.098885,0.174905,0.021821
1761824328,0.099105,0.190542,0.015637
1761824331,0.099385,0.206948,0.016406
1761824334,0.099385,0.223342,0.016393
1761824337,0.099385,0.239735,0.016393
1761824340,0.099385,0.256129,0.016393
1761824343,0.099385,0.272522,0.016393
1761824346,0.099385,0.288916,0.016393
1761824349,0.099385,0.305309,0.016393
1761824352,0.099385,0.321703,0.016393
1761824355,0.099385,0.338096,0.016393
1761824358,0.099385,0.354489,0.016393
1761824361,0.099385,0.370883,0.016393
1761824364,0.099385,0.387276,0.016393
1761824367,0.099385,0.403670,0.016393
1761824370,0.099385,0.420063,0.016393
1761824373,0.099385,0.436457,0.016393
