timestamp,actual_rate,current_sample_rate,delta
1761823932,0.100000,0.100000,0.000000
1761823935,0.100000,0.100000,0.000000
1761823938,0.100000,0.100000,0.000000
1761823941,0.100000,0.100000,0.000000
1761823944,0.100000,0.100000,0.000000
1761823947,0.100000,0.100000,0.000000
1761823950,0.100000,0.100000,0.000000
1761823953,0.100000,0.100000,0.000000
1761823956,0.100000,0.097600,-0.002400
1761823959,0.097931,0.098527,0.000927
1761823962,0.096389,0.099471,0.000944
1761823965,0.095111,0.099186,-0.000285
1761823968,0.094259,0.097838,-0.001348
1761823971,0.093651,0.095689,-0.002149
1761823974,0.093194,0.092986,-0.002703
1761823977,0.092840,0.089851,-0.003135
1761823980,0.091556,0.087502,-0.002349
1761823983,0.090505,0.085452,-0.002049
1761823986,0.089630,0.083469,-0.001983
1761823989,0.088889,0.081468,-0.002001
1761823992,0.088387,0.079955,-0.001513
1761823995,0.087405,0.079068,-0.000887
1761823998,0.086522,0.078427,-0.000641
1761824001,0.085833,0.078080,-0.000347
1761824004,0.085405,0.078383,0.000303
1761824007,0.084902,0.078692,0.000310
1761824010,0.084430,0.078999,0.000306
1761824013,0.084074,0.079536,0.000538
1761824016,0.083818,0.080433,0.000897
1761824019,0.083750,0.081390,0.000957
1761824022,0.083706,0.082749,0.001359
1761824025,0.083642,0.083976,0.001228
1761824028,0.083600,0.085504,0.001528
1761824031,0.083539,0.086888,0.001384
1761824034,0.083520,0.088960,0.002072
1761824037,0.083500,0.091490,0.002529
1761824040,0.083536,0.094340,0.002850
1761824043,0.083571,0.097522,0.003182
1761824046,0.083641,0.100475,0.002953
1761824049,0.083730,0.103855,0.003380
1761824052,0.083817,0.107612,0.003756
1761824055,0.083904,0.111710,0.004099
1761824058,0.084043,0.116138,0.004427
1761824061,0.084316,0.120029,0.003892
1761824064,0.084503,0.124457,0.004427
1761824067,0.084687,0.129373,0.004916
1761824070,0.084870,0.134819,0.005446
1761824073,0.085103,0.140706,0.005887
1761824076,0.085663,0.145472,0.004765
1761824079,0.085939,0.151018,0.005546
1761824082,0.086263,0.157135,0.006117
