timestamp,actual_rate,current_sample_rate,delta
1761729783,0.075634,0.292858,-0.016767
1761729786,0.076264,0.277935,-0.014923
1761729789,0.076941,0.263246,-0.014689
1761729792,0.077437,0.249663,-0.013584
1761729795,0.077806,0.237656,-0.012007
1761729798,0.078097,0.226366,-0.011290
1761729801,0.078486,0.216309,-0.010057
1761729804,0.078873,0.207368,-0.008941
1761729807,0.079233,0.199546,-0.007822
1761729810,0.079393,0.194705,-0.004841
1761729813,0.079724,0.190818,-0.003887
1761729816,0.079980,0.187062,-0.003756
1761729819,0.080333,0.184065,-0.002997
1761729822,0.080683,0.182996,-0.001068
1761729825,0.081007,0.182743,-0.000254
1761729828,0.081523,0.182166,-0.000577
1761729831,0.081818,0.182551,0.000385
1761729834,0.082088,0.184071,0.001520
1761729837,0.082308,0.187117,0.003046
1761729840,0.082454,0.192395,0.005278
1761729843,0.082815,0.198357,0.005963
1761729846,0.083365,0.203416,0.005059
1761729849,0.083674,0.209657,0.006240
1761729852,0.084052,0.216518,0.006861
1761729855,0.084475,0.223589,0.007071
1761729858,0.084967,0.230168,0.006579
1761729861,0.085738,0.233478,0.003310
1761729864,0.086200,0.236530,0.003051
1761729867,0.086542,0.240461,0.003931
1761729870,0.087022,0.243900,0.003439
1761729873,0.087500,0.246853,0.002953
1761729876,0.087952,0.249558,0.002706
1761729879,0.088655,0.249553,-0.000006
1761729882,0.089171,0.248716,-0.000836
1761729885,0.089683,0.247090,-0.001627
1761729888,0.090147,0.245111,-0.001978
1761729891,0.090516,0.243588,-0.001523
1761729894,0.090839,0.242924,-0.000665
1761729897,0.091318,0.241666,-0.001257
1761729900,0.091818,0.239647,-0.002019
1761729903,0.092292,0.237102,-0.002546
1761729906,0.092426,0.237015,-0.000087
1761729909,0.092851,0.236730,-0.000285
1761729912,0.093117,0.237751,0.001021
1761729915,0.093605,0.237908,0.000157
1761729918,0.093979,0.238298,0.000390
1761729921,0.094462,0.237844,-0.000454
1761729924,0.094765,0.238276,0.000433
1761729927,0.095088,0.239399,0.001122
1761729930,0.096440,0.229708,-0.009690
1761729933,0.097467,0.215042,-0.014666
1761729936,0.098091,0.198896,-0.016146
1761729939,0.098858,0.181586,-0.017310
1761729942,0.099486,0.164243,-0.017343
1761729945,0.099979,0.147564,-0.016679
1761729948,0.100222,0.132298,-0.015267
1761729951,0.100908,0.116775,-0.015523
1761729954,0.101029,0.102408,-0.014366
1761729957,0.100894,0.089501,-0.012908
1761729960,0.100684,0.078007,-0.011493
1761729963,0.100401,0.067863,-0.010144
1761729966,0.100039,0.059032,-0.008831
1761729969,0.099708,0.051447,-0.007584
1761729972,0.099380,0.045007,-0.006440
1761729975,0.099075,0.039536,-0.005471
1761729978,0.098736,0.034914,-0.004621
1761729981,0.098457,0.030995,-0.003919
1761729984,0.098144,0.027701,-0.003294
1761729987,0.097721,0.025005,-0.002696
1761729990,0.097466,0.022814,-0.002191
1761729993,0.097285,0.021065,-0.001749
1761729996,0.097104,0.019716,-0.001349
1761729999,0.096924,0.018736,-0.000979
1761730002,0.096763,0.018097,-0.000640
1761730005,0.096566,0.017823,-0.000274
1761730008,0.096370,0.017935,0.000112
1761730011,0.096194,0.018458,0.000523
1761730014,0.096073,0.019226,0.000769
1761730017,0.095935,0.020704,0.001478
1761730020,0.095815,0.022798,0.002094
1761730023,0.095623,0.024988,0.002191
1761730026,0.095486,0.027247,0.002258
1761730029,0.095350,0.029573,0.002326
1761730032,0.095160,0.031995,0.002422
1761730035,0.095025,0.034483,0.002489
1761730038,0.094928,0.037021,0.002537
1761730041,0.094830,0.039606,0.002586
1761730044,0.094715,0.042250,0.002644
1761730047,0.094564,0.044969,0.002719
1761730050,0.094504,0.047718,0.002748
1761730053,0.094409,0.050514,0.002797
1761730056,0.094313,0.053359,0.002844
1761730059,0.094272,0.056223,0.002864
1761730062,0.094160,0.059145,0.002921
1761730065,0.094136,0.062077,0.002932
1761730068,0.094078,0.065038,0.002962
1761730071,0.094055,0.068011,0.002973
1761730074,0.094032,0.070995,0.002984
1761730077,0.093975,0.074008,0.003013
1761730080,0.093935,0.077041,0.003033
1761730083,0.093912,0.080085,0.003044
1761730086,0.093925,0.083123,0.003037
1761730089,0.093973,0.086136,0.003013
1761730092,0.093950,0.089161,0.003025
1761730095,0.093894,0.092214,0.003054
1761730098,0.093924,0.095252,0.003038
1761730101,0.093850,0.098328,0.003076
1761730104,0.093845,0.101406,0.003078
1761730107,0.093910,0.104450,0.003045
1761730110,0.093871,0.107516,0.003065
1761730113,0.093883,0.110574,0.003058
1761730116,0.093947,0.113600,0.003026
1761730119,0.093943,0.116628,0.003029
1761730122,0.093921,0.119668,0.003040
1761730125,0.093933,0.122701,0.003033
1761730128,0.093963,0.125720,0.003018
1761730131,0.094077,0.128680,0.002961
1761730134,0.094123,0.131619,0.002938
1761730137,0.094185,0.134525,0.002907
1761730140,0.094281,0.137384,0.002858
1761730143,0.094360,0.140203,0.002819
1761730146,0.094472,0.142965,0.002763
1761730149,0.094484,0.145724,0.002758
1761730152,0.094562,0.148442,0.002718
1761730155,0.094539,0.151173,0.002731
1761730158,0.094667,0.153838,0.002665
1761730161,0.094777,0.156448,0.002610
1761730164,0.094987,0.158953,0.002505
1761730167,0.095129,0.161387,0.002434
1761730170,0.095288,0.163741,0.002355
1761730173,0.095429,0.166026,0.002284
1761730176,0.095685,0.168180,0.002155
1761730179,0.095874,0.170241,0.002061
1761730182,0.095981,0.172250,0.002008
1761730185,0.096071,0.174213,0.001964
1761730188,0.096324,0.176049,0.001836
1761730191,0.096494,0.177801,0.001751
1761730194,0.096647,0.179475,0.001675
1761730197,0.096784,0.181082,0.001607
1761730200,0.096871,0.182646,0.001564
1761730203,0.097104,0.184092,0.001446
1761730206,0.097125,0.185529,0.001437
1761730209,0.097177,0.186940,0.001411
1761730212,0.097177,0.188351,0.001411
1761730215,0.097177,0.189762,0.001411
1761730218,0.097177,0.191174,0.001411
1761730221,0.097177,0.192585,0.001411
1761730224,0.097177,0.193996,0.001411
1761730227,0.097177,0.195407,0.001411
1761730230,0.097177,0.196819,0.001411
1761730233,0.097177,0.198230,0.001411
1761730236,0.097177,0.199641,0.001411
1761730239,0.097177,0.201053,0.001411
1761730242,0.097177,0.202464,0.001411
1761730245,0.097177,0.203875,0.001411
1761730248,0.097177,0.205287,0.001411
1761730251,0.097177,0.206698,0.001411
1761730254,0.097177,0.208109,0.001411
1761730257,0.097177,0.209520,0.001411
1761730260,0.097177,0.210932,0.001411
1761730263,0.097177,0.212343,0.001411
1761730266,0.097177,0.213754,0.001411
1761730269,0.097177,0.215166,0.001411
1761730272,0.097177,0.216577,0.001411
1761730275,0.097177,0.217988,0.001411
1761730278,0.097177,0.219399,0.001411
1761730281,0.097177,0.220811,0.001411
1761730284,0.097177,0.222222,0.001411
1761730287,0.097177,0.223633,0.001411
1761730290,0.097177,0.225045,0.001411
1761730293,0.097177,0.226456,0.001411
1761730296,0.097177,0.227867,0.001411
1761730299,0.097177,0.229278,0.001411
1761730302,0.097177,0.230690,0.001411
1761730305,0.097177,0.232101,0.001411
1761730308,0.097177,0.233512,0.001411
