timestamp,actual_rate,current_sample_rate,delta,encode_cost_ms,sample_cost_ms
1762161014,1.000000,0.000000,-0.241739,0.00,11.00
1762161017,1.000000,0.000000,-0.124615,0.00,15.00
1762161020,1.000000,0.000000,-0.096429,0.00,13.00
1762161023,1.000000,0.000000,-0.063281,0.00,12.00
1762161026,1.000000,0.000000,-0.055102,0.00,11.33
1762161029,1.000000,0.000000,-0.057447,0.00,11.33
1762161032,1.000000,0.000000,-0.050625,0.00,11.43
1762161035,1.000000,0.000000,-0.045251,0.00,11.25
1762161038,1.000000,0.000000,-0.040909,0.00,11.33
1762161041,1.000000,0.055785,0.055785,0.00,10.91
1762161044,1.000000,0.090903,0.035118,0.00,10.85
1762161047,1.000000,0.123691,0.032788,0.00,10.86
1762161050,1.000000,0.170062,0.046371,0.00,10.81
1762161053,1.000000,0.243990,0.073927,0.00,10.83
