timestamp,lag,wait_ms
2025-11-20 14:39:17.708,0,12
2025-11-20 14:39:17.709,0,12
2025-11-20 14:39:17.709,0,12
2025-11-20 14:39:17.709,0,13
2025-11-20 14:39:17.710,0,13
2025-11-20 14:39:17.710,0,13
2025-11-20 14:39:17.710,0,14
2025-11-20 14:39:17.710,0,14
2025-11-20 14:39:19.000,0,1304
2025-11-20 14:39:19.000,0,1304
2025-11-20 14:39:21.357,0,6
2025-11-20 14:39:21.360,0,8
2025-11-20 14:39:21.361,0,8
2025-11-20 14:39:21.361,0,8
2025-11-20 14:39:21.362,0,8
2025-11-20 14:39:21.362,0,8
2025-11-20 14:39:21.362,0,8
2025-11-20 14:39:21.362,10,7
2025-11-20 14:39:23.001,10,1645
2025-11-20 14:39:23.001,10,1644
2025-11-20 14:39:24.125,2,3
2025-11-20 14:39:24.126,2,3
2025-11-20 14:39:24.127,2,3
2025-11-20 14:39:24.127,2,3
2025-11-20 14:39:24.127,2,3
2025-11-20 14:39:24.130,2,6
2025-11-20 14:39:24.131,2,5
2025-11-20 14:39:24.131,2,4
2025-11-20 14:39:25.000,10,874
2025-11-20 14:39:25.000,10,874
2025-11-20 14:39:29.616,0,3
2025-11-20 14:39:29.621,0,8
2025-11-20 14:39:29.621,0,7
2025-11-20 14:39:29.622,0,7
2025-11-20 14:39:29.622,0,6
2025-11-20 14:39:29.622,0,7
2025-11-20 14:39:29.622,0,6
2025-11-20 14:39:29.622,0,6
2025-11-20 14:39:31.000,10,1383
2025-11-20 14:39:31.001,10,1383
2025-11-20 14:39:35.139,0,3
2025-11-20 14:39:35.140,0,4
2025-11-20 14:39:35.141,0,4
2025-11-20 14:39:35.141,0,4
2025-11-20 14:39:35.141,8,4
2025-11-20 14:39:35.143,8,4
2025-11-20 14:39:35.143,8,3
2025-11-20 14:39:35.144,8,5
2025-11-20 14:39:36.002,8,863
2025-11-20 14:39:36.002,8,863
2025-11-20 14:39:37.913,0,3
2025-11-20 14:39:37.914,0,3
2025-11-20 14:39:37.915,0,3
2025-11-20 14:39:37.915,6,3
2025-11-20 14:39:37.916,6,4
2025-11-20 14:39:37.916,6,3
