timestamp,actual_rate,current_sample_rate,delta,encode_cost_ms,sample_cost_ms
1762145536,1.000000,0.000000,-0.224000,0.00,11.00
1762145539,1.000000,0.000000,-0.108000,0.00,11.00
1762145542,1.000000,0.000000,-0.081000,0.00,10.67
1762145545,1.000000,0.000000,-0.054000,0.00,10.00
1762145548,1.000000,0.000000,-0.046286,0.00,9.50
1762145551,1.000000,0.000000,-0.046286,0.00,9.50
1762145554,1.000000,0.000000,-0.040500,0.00,9.14
1762145557,1.000000,0.000000,-0.036000,0.00,9.00
1762145560,1.000000,0.000000,-0.032400,0.00,9.44
1762145563,1.000000,0.000000,-0.027000,0.00,9.73
1762145566,1.000000,0.000000,-0.023143,0.00,9.69
1762145569,1.000000,0.000000,-0.021600,0.00,9.71
1762145572,1.000000,0.000000,-0.019059,0.00,9.50
1762145575,1.000000,0.000000,-0.017053,0.00,9.39
1762145578,1.000000,0.000000,-0.016200,0.00,9.26
1762145581,1.000000,0.024545,0.024545,0.00,9.19
1762145584,1.000000,0.035858,0.011312,0.00,9.18
1762145587,1.000000,0.045884,0.010027,0.00,9.13
1762145590,1.000000,0.054958,0.009074,0.00,9.08
1762145593,1.000000,0.065122,0.010164,0.00,9.08
1762145596,1.000000,0.133735,0.068614,0.00,8.86
1762145599,1.000000,0.031166,-0.102569,0.00,8.94
1762145602,1.000000,0.003469,-0.027697,0.00,8.93
1762145605,1.000000,0.000000,-0.017568,0.00,8.86
1762145608,1.000000,0.009505,0.009505,0.00,8.80
1762145611,1.000000,0.011336,0.001831,0.00,8.76
1762145614,1.000000,0.013476,0.002140,0.00,8.75
1762145617,1.000000,0.015648,0.002172,0.00,8.76
1762145620,1.000000,0.018971,0.003323,0.00,8.85
1762145623,1.000000,0.022414,0.003443,0.00,8.91
1762145626,1.000000,0.029548,0.007134,0.00,8.86
1762145629,1.000000,0.046474,0.016926,0.00,8.89
1762145632,1.000000,0.096232,0.049758,0.00,8.92
1762145635,1.000000,0.000000,-0.160793,0.00,8.91
1762145638,1.000000,0.000000,-0.020487,0.00,8.89
1762145641,1.000000,0.000000,-0.013957,0.00,8.89
1762145644,1.000000,0.007643,0.007643,0.00,8.96
1762145647,1.000000,0.007128,-0.000516,0.00,8.96
1762145650,1.000000,0.006716,-0.000412,0.00,8.94
1762145653,1.000000,0.006378,-0.000338,0.00,8.94
1762145656,1.000000,0.006108,-0.000271,0.00,8.94
1762145659,1.000000,0.005891,-0.000217,0.00,8.94
1762145662,1.000000,0.005717,-0.000174,0.00,8.94
1762145665,1.000000,0.005578,-0.000139,0.00,8.94
1762145668,1.000000,0.005466,-0.000111,0.00,8.94
1762145671,1.000000,0.005377,-0.000089,0.00,8.94
1762145674,1.000000,0.005306,-0.000072,0.00,8.94
1762145677,1.000000,0.005248,-0.000057,0.00,8.94
1762145680,1.000000,0.005202,-0.000046,0.00,8.94
1762145683,1.000000,0.005166,-0.000037,0.00,8.94
1762145686,1.000000,0.005136,-0.000029,0.00,8.94
1762145689,1.000000,0.005112,-0.000024,0.00,8.94
1762145692,1.000000,0.005099,-0.000013,0.00,8.94
1762145695,1.000000,0.005092,-0.000007,0.00,8.94
1762145698,1.000000,0.005089,-0.000003,0.00,8.94
1762145701,1.000000,0.005096,0.000007,0.00,8.94
1762145704,1.000000,0.005096,0.000000,0.00,8.94
1762145707,1.000000,0.005102,0.000006,0.00,8.93
1762145710,1.000000,0.005110,0.000008,0.00,8.92
1762145713,1.000000,0.005119,0.000010,0.00,8.92
1762145716,1.000000,0.005130,0.000011,0.00,8.92
1762145719,1.000000,0.005142,0.000012,0.00,8.92
1762145722,1.000000,0.005161,0.000019,0.00,8.93
1762145725,1.000000,0.005183,0.000022,0.00,8.99
1762145728,1.000000,0.005201,0.000018,0.00,8.99
1762145731,1.000000,0.005225,0.000024,0.00,8.98
1762145734,1.000000,0.005254,0.000029,0.00,8.98
1762145737,1.000000,0.005286,0.000032,0.00,8.97
1762145740,1.000000,0.005308,0.000022,0.00,8.98
1762145743,1.000000,0.005329,0.000021,0.00,8.97
1762145746,1.000000,0.005344,0.000014,0.00,8.97
1762145749,1.000000,0.005368,0.000024,0.00,8.97
1762145752,1.000000,0.005407,0.000040,0.00,8.96
1762145755,1.000000,0.005543,0.000135,0.00,8.92
1762145758,1.000000,0.005658,0.000115,0.00,8.92
1762145761,1.000000,0.005748,0.000091,0.00,8.91
1762145764,1.000000,0.005882,0.000133,0.00,9.00
1762145767,1.000000,0.006043,0.000161,0.00,8.99
1762145770,1.000000,0.006249,0.000207,0.00,8.99
1762145773,1.000000,0.006467,0.000218,0.00,8.97
1762145776,1.000000,0.006742,0.000275,0.00,8.97
1762145779,1.000000,0.007045,0.000303,0.00,8.98
1762145782,1.000000,0.007419,0.000374,0.00,8.96
1762145785,1.000000,0.007882,0.000463,0.00,8.99
1762145788,1.000000,0.008382,0.000500,0.00,8.99
1762145791,1.000000,0.008910,0.000528,0.00,8.98
1762145794,1.000000,0.009378,0.000468,0.00,8.97
1762145797,1.000000,0.009929,0.000551,0.00,8.97
1762145800,1.000000,0.010433,0.000505,0.00,8.97
1762145803,1.000000,0.010994,0.000561,0.00,8.99
1762145806,1.000000,0.011569,0.000575,0.00,8.99
1762145809,1.000000,0.012074,0.000504,0.00,8.98
1762145812,1.000000,0.012517,0.000443,0.00,8.98
1762145815,1.000000,0.012960,0.000443,0.00,8.97
1762145818,1.000000,0.013357,0.000398,0.00,8.97
1762145821,1.000000,0.013732,0.000374,0.00,8.97
1762145824,1.000000,0.014049,0.000317,0.00,8.96
1762145827,1.000000,0.014373,0.000325,0.00,8.96
1762145830,1.000000,0.014695,0.000321,0.00,8.97
1762145833,1.000000,0.015016,0.000321,0.00,8.97
1762145836,1.000000,0.015343,0.000327,0.00,8.97
1762145839,1.000000,0.015676,0.000333,0.00,8.98
1762145842,1.000000,0.016010,0.000334,0.00,8.97
1762145845,1.000000,0.016354,0.000344,0.00,8.97
1762145848,1.000000,0.016763,0.000410,0.00,8.97
1762145851,1.000000,0.017344,0.000581,0.00,8.96
1762145854,1.000000,0.017922,0.000578,0.00,8.96
1762145857,1.000000,0.018541,0.000619,0.00,8.95
