timestamp,actual_rate,current_sample_rate,delta,encode_cost_ms,sample_cost_ms
1762152985,0.100000,0.100000,0.000000,0.00,4.00
1762152988,0.100000,0.100000,0.000000,0.00,3.00
1762152991,0.100000,0.100000,0.000000,0.00,3.00
1762152994,0.100000,0.100000,0.000000,0.00,4.00
1762152997,0.100000,0.100000,0.000000,0.00,4.25
1762153000,0.100000,0.100000,0.000000,0.00,4.00
1762153003,0.100000,0.100000,0.000000,0.00,4.00
1762153006,0.100000,0.100000,0.000000,0.00,4.00
1762153009,0.100000,0.100000,0.000000,0.00,3.71
1762153012,0.100000,0.100000,0.000000,0.00,3.50
1762153015,0.100000,0.100000,0.000000,0.00,3.44
1762153018,0.100000,0.100000,0.000000,0.00,3.40
1762153021,0.100000,0.100000,0.000000,0.00,3.33
1762153024,0.100000,0.100000,0.000000,0.00,3.54
1762153027,0.100000,0.100000,0.000000,0.00,3.71
1762153030,0.100000,0.100000,0.000000,0.00,3.56
1762153033,0.100000,0.100000,0.000000,0.00,3.56
1762153036,0.100000,0.100000,0.000000,0.00,3.47
1762153039,0.100000,0.100000,0.000000,0.00,3.44
1762153042,0.100000,0.100000,0.000000,0.00,3.42
1762153045,0.100000,0.091765,-0.008235,0.00,3.48
1762153048,0.098378,0.083869,-0.007896,0.00,3.30
1762153051,0.097000,0.077323,-0.006546,0.01,3.25
1762153054,0.094000,0.071993,-0.005329,0.01,3.36
1762153057,0.090377,0.067493,-0.004501,0.01,3.13
1762153060,0.086393,0.063864,-0.003629,0.01,2.89
1762153063,0.083333,0.060647,-0.003217,0.01,2.80
1762153066,0.080641,0.057349,-0.003298,0.01,2.67
1762153069,0.077471,0.054868,-0.002481,0.01,2.60
1762153072,0.075158,0.052808,-0.002061,0.01,2.48
1762153075,0.072336,0.050575,-0.002233,0.01,2.35
1762153078,0.070254,0.048342,-0.002233,0.01,2.25
1762153081,0.068333,0.046687,-0.001655,0.01,2.16
1762153084,0.067252,0.045639,-0.001048,0.01,2.11
1762153087,0.066444,0.045168,-0.000471,0.01,2.08
1762153090,0.065319,0.044937,-0.000230,0.01,2.03
1762153093,0.064452,0.045007,0.000070,0.01,2.02
1762153096,0.063642,0.045287,0.000279,0.01,1.98
1762153099,0.063182,0.045968,0.000681,0.01,1.96
1762153102,0.062885,0.047110,0.001143,0.01,1.98
1762153105,0.062739,0.048801,0.001691,0.01,1.97
1762153108,0.062453,0.050836,0.002035,0.01,1.96
1762153111,0.062298,0.053124,0.002288,0.01,1.94
1762153114,0.062222,0.055634,0.002509,0.01,1.93
1762153117,0.062147,0.058664,0.003031,0.01,1.93
1762153120,0.062073,0.062669,0.004005,0.01,1.92
1762153123,0.062048,0.066363,0.003694,0.01,1.92
1762153126,0.062036,0.070772,0.004409,0.01,1.92
1762153129,0.062083,0.076460,0.005688,0.01,1.92
1762153132,0.062176,0.081592,0.005133,0.01,1.91
1762153135,0.062281,0.088441,0.006848,0.01,1.92
1762153138,0.062486,0.094481,0.006041,0.01,1.92
1762153141,0.063107,0.098263,0.003782,0.01,1.94
1762153144,0.063408,0.103159,0.004895,0.01,1.98
1762153147,0.064011,0.105887,0.002728,0.01,1.99
1762153150,0.064402,0.108778,0.002891,0.01,1.99
1762153153,0.064785,0.111777,0.002999,0.01,2.01
1762153156,0.065027,0.117138,0.005361,0.01,2.02
1762153159,0.065503,0.121123,0.003985,0.01,2.03
1762153162,0.066073,0.124647,0.003524,0.01,2.04
1762153165,0.066354,0.130868,0.006221,0.01,2.05
1762153168,0.067333,0.132785,0.001917,0.01,2.07
1762153171,0.067653,0.137479,0.004694,0.01,2.11
1762153174,0.069204,0.135536,-0.001943,0.01,2.14
1762153177,0.070680,0.129188,-0.006349,0.01,2.19
1762153180,0.071154,0.123891,-0.005296,0.01,2.21
1762153183,0.071388,0.120995,-0.002897,0.01,2.22
1762153186,0.071848,0.118402,-0.002592,0.01,2.23
1762153189,0.072207,0.116339,-0.002063,0.01,2.23
1762153192,0.072558,0.114095,-0.002244,0.01,2.24
1762153195,0.072903,0.112922,-0.001173,0.01,2.24
1762153198,0.073242,0.111450,-0.001472,0.01,2.25
1762153201,0.073409,0.112129,0.000679,0.01,2.25
1762153204,0.073739,0.112133,0.000003,0.01,2.26
1762153207,0.074063,0.112305,0.000172,0.01,2.27
1762153210,0.074537,0.111477,-0.000828,0.01,2.27
1762153213,0.075000,0.109923,-0.001554,0.01,2.27
1762153216,0.075322,0.108671,-0.001252,0.01,2.28
1762153219,0.075532,0.107993,-0.000678,0.01,2.29
1762153222,0.075840,0.106818,-0.001174,0.01,2.30
1762153225,0.076042,0.105613,-0.001205,0.01,2.31
1762153228,0.076240,0.105509,-0.000104,0.01,2.32
1762153231,0.076434,0.105152,-0.000357,0.01,2.32
1762153234,0.076626,0.105196,0.000045,0.01,2.33
1762153237,0.076815,0.105587,0.000390,0.01,2.35
1762153240,0.076908,0.107382,0.001796,0.01,2.35
1762153243,0.077000,0.110521,0.003139,0.01,2.35
1762153246,0.077131,0.115890,0.005369,0.01,2.35
1762153249,0.077391,0.119857,0.003967,0.01,2.36
1762153252,0.077647,0.123619,0.003763,0.01,2.37
1762153255,0.077813,0.130081,0.006462,0.01,2.37
