timestamp,actual_rate,current_sample_rate,delta
1761722739,0.050000,0.125500,0.025500
1761722742,0.156250,0.096312,-0.029187
1761722745,0.125000,0.084125,-0.012187
1761722748,0.102500,0.083100,-0.001025
1761722751,0.095312,0.085516,0.002416
1761722754,0.092045,0.089526,0.004010
1761722757,0.094643,0.092178,0.002653
1761722760,0.097436,0.093432,0.001254
1761722763,0.100476,0.091150,-0.002282
1761722766,0.108712,0.082934,-0.008216
1761722769,0.103030,0.076880,-0.006054
1761722772,0.097619,0.071775,-0.005105
1761722775,0.094957,0.066764,-0.005011
1761722778,0.092141,0.062414,-0.004350
1761722781,0.087879,0.059099,-0.003315
1761722784,0.083467,0.056865,-0.002234
1761722787,0.081548,0.054731,-0.002135
1761722790,0.078495,0.053232,-0.001499
1761722793,0.076275,0.052045,-0.001187
1761722796,0.073784,0.051317,-0.000728
1761722799,0.072167,0.050697,-0.000620
1761722802,0.071305,0.050130,-0.000567
1761722805,0.070461,0.049627,-0.000503
1761722808,0.069350,0.049317,-0.000310
1761722811,0.068818,0.049127,-0.000190
1761722814,0.068421,0.049087,-0.000040
1761722817,0.067793,0.049294,0.000207
1761722820,0.067391,0.049697,0.000403
1761722823,0.066951,0.050461,0.000765
1761722826,0.066707,0.051469,0.001008
1761722829,0.066118,0.052926,0.001457
1761722832,0.065900,0.054724,0.001798
1761722835,0.066147,0.056526,0.001802
1761722838,0.065703,0.059165,0.002639
1761722841,0.065583,0.062331,0.003166
1761722844,0.065702,0.065911,0.003581
1761722847,0.065597,0.070228,0.004317
1761722850,0.065440,0.075488,0.005260
1761722853,0.065611,0.081408,0.005920
1761722856,0.065835,0.088062,0.006655
1761722859,0.065948,0.095850,0.007788
1761722862,0.066113,0.104953,0.009102
1761722865,0.066277,0.115745,0.010792
1761722868,0.066596,0.126840,0.011095
1761722871,0.066912,0.141559,0.014719
1761722874,0.067171,0.157971,0.016412
1761722877,0.067583,0.174175,0.016204
1761722880,0.068144,0.190098,0.015922
1761722883,0.068801,0.205690,0.015593
1761722886,0.069501,0.220933,0.015242
1761722889,0.070344,0.235752,0.014820
1761722892,0.071831,0.249822,0.014070
1761722895,0.072750,0.263438,0.013616
1761722898,0.073509,0.276676,0.013238
1761722901,0.074209,0.289564,0.012888
1761722904,0.075540,0.301781,0.012217
1761722907,0.077539,0.310480,0.008699
1761722910,0.078689,0.317660,0.007180
1761722913,0.080116,0.321466,0.003806
1761722916,0.081382,0.322985,0.001519
1761722919,0.082824,0.321269,-0.001716
1761722922,0.084156,0.319518,-0.001751
1761722925,0.085519,0.315115,-0.004403
1761722928,0.087054,0.307475,-0.007640
1761722931,0.087873,0.300218,-0.007258
1761722934,0.089239,0.290844,-0.009374
1761722937,0.090221,0.281174,-0.009670
1761722940,0.091514,0.270032,-0.011142
1761722943,0.092473,0.258811,-0.011221
1761722946,0.093058,0.248801,-0.010010
1761722949,0.093502,0.240392,-0.008409
1761722952,0.094749,0.230637,-0.009755
1761722955,0.095580,0.221047,-0.009590
1761722958,0.096536,0.211208,-0.009839
1761722961,0.097225,0.201280,-0.009929
1761722964,0.098478,0.188781,-0.012499
1761722967,0.100215,0.173706,-0.015074
1761722970,0.100975,0.158637,-0.015070
1761722973,0.103306,0.140976,-0.017661
1761722976,0.104113,0.123587,-0.017389
1761722979,0.104803,0.107302,-0.016284
1761722982,0.104767,0.092919,-0.014383
1761722985,0.104444,0.080479,-0.012440
1761722988,0.103788,0.069867,-0.010612
1761722991,0.103679,0.060644,-0.009223
1761722994,0.103550,0.052726,-0.007918
1761722997,0.103237,0.045996,-0.006730
1761723000,0.102963,0.040263,-0.005733
1761723003,0.102692,0.035385,-0.004878
1761723006,0.102533,0.031261,-0.004124
1761723009,0.102266,0.027770,-0.003490
1761723012,0.101965,0.024851,-0.002920
1761723015,0.101703,0.022420,-0.002430
1761723018,0.101371,0.020471,-0.001949
1761723021,0.101078,0.018952,-0.001519
1761723024,0.100680,0.017925,-0.001027
1761723027,0.100249,0.017451,-0.000474
1761723030,0.099929,0.017490,0.000039
1761723033,0.099576,0.017705,0.000215
1761723036,0.099367,0.018024,0.000319
1761723039,0.098957,0.018550,0.000526
1761723042,0.098673,0.019216,0.000666
1761723045,0.098296,0.020072,0.000856
1761723048,0.097957,0.021097,0.001025
1761723051,0.097621,0.022290,0.001193
1761723054,0.097287,0.023649,0.001360
1761723057,0.096990,0.025157,0.001508
1761723060,0.096662,0.026829,0.001672
1761723063,0.096438,0.028612,0.001783
1761723066,0.096250,0.030489,0.001877
1761723069,0.096063,0.032460,0.001970
1761723072,0.095845,0.034540,0.002080
1761723075,0.095594,0.036745,0.002205
1761723078,0.095246,0.039125,0.002380
1761723081,0.095000,0.041628,0.002502
1761723084,0.094822,0.044219,0.002591
1761723087,0.094612,0.046915,0.002696
1761723090,0.094535,0.049648,0.002733
1761723093,0.094296,0.052502,0.002854
1761723096,0.094188,0.055409,0.002907
1761723099,0.093952,0.058435,0.003026
1761723102,0.093774,0.061550,0.003115
1761723105,0.093774,0.064663,0.003113
1761723108,0.093774,0.067776,0.003113
1761723111,0.093774,0.070889,0.003113
1761723114,0.093774,0.074002,0.003113
1761723117,0.093774,0.077115,0.003113
1761723120,0.093774,0.080227,0.003113
1761723123,0.093774,0.083340,0.003113
1761723126,0.093774,0.086453,0.003113
1761723129,0.093774,0.089566,0.003113
1761723132,0.093774,0.092679,0.003113
1761723135,0.093774,0.095792,0.003113
1761723138,0.093774,0.098905,0.003113
1761723141,0.093774,0.102018,0.003113
1761723144,0.093774,0.105131,0.003113
1761723147,0.093774,0.108244,0.003113
1761723150,0.093774,0.111357,0.003113
1761723153,0.093774,0.114469,0.003113
1761723156,0.093774,0.117582,0.003113
1761723159,0.093774,0.120695,0.003113
1761723162,0.093774,0.123808,0.003113
1761723165,0.093774,0.126921,0.003113
1761723168,0.093774,0.130034,0.003113
1761723171,0.093774,0.133147,0.003113
1761723174,0.093774,0.136260,0.003113
1761723177,0.093774,0.139373,0.003113
1761723180,0.093774,0.142486,0.003113
1761723183,0.093774,0.145598,0.003113
1761723186,0.093774,0.148711,0.003113
1761723189,0.093774,0.151824,0.003113
1761723192,0.093774,0.154937,0.003113
1761723195,0.093774,0.158050,0.003113
1761723198,0.093774,0.161163,0.003113
1761723201,0.093774,0.164276,0.003113
1761723204,0.093774,0.167389,0.003113
1761723207,0.093774,0.170502,0.003113
1761723210,0.093774,0.173615,0.003113
1761723213,0.093774,0.176727,0.003113
1761723216,0.093774,0.179840,0.003113
1761723219,0.093774,0.182953,0.003113
1761723222,0.093774,0.186066,0.003113
1761723225,0.093774,0.189179,0.003113
1761723228,0.093774,0.192292,0.003113
1761723231,0.093774,0.195405,0.003113
1761723234,0.093774,0.198518,0.003113
1761723237,0.093774,0.201631,0.003113
1761723240,0.093774,0.204744,0.003113
1761723243,0.093774,0.207857,0.003113
1761723246,0.093774,0.210969,0.003113
1761723249,0.093774,0.214082,0.003113
1761723252,0.093774,0.217195,0.003113
1761723255,0.093774,0.220308,0.003113
1761723258,0.093774,0.223421,0.003113
1761723261,0.093774,0.226534,0.003113
1761723264,0.093774,0.229647,0.003113
1761723267,0.093774,0.232760,0.003113
1761723270,0.093774,0.235873,0.003113
1761723273,0.093774,0.238986,0.003113
1761723276,0.093774,0.242098,0.003113
1761723279,0.093774,0.245211,0.003113
1761723282,0.093774,0.248324,0.003113
1761723285,0.093774,0.251437,0.003113
1761723288,0.093774,0.254550,0.003113
1761723291,0.093774,0.257663,0.003113
1761723294,0.093774,0.260776,0.003113
1761723297,0.093774,0.263889,0.003113
1761723300,0.093774,0.267002,0.003113
1761723303,0.093774,0.270115,0.003113
1761723306,0.093774,0.273227,0.003113
1761723309,0.093774,0.276340,0.003113
1761723312,0.093774,0.279453,0.003113
1761723315,0.093774,0.282566,0.003113
1761723318,0.093774,0.285679,0.003113
1761723321,0.093774,0.288792,0.003113
1761723324,0.093774,0.291905,0.003113
1761723327,0.093774,0.295018,0.003113
1761723330,0.093774,0.298131,0.003113
1761723333,0.093774,0.301244,0.003113
1761723336,0.093774,0.304357,0.003113
1761723339,0.093774,0.307469,0.003113
1761723342,0.093774,0.310582,0.003113
1761723345,0.093774,0.313695,0.003113
1761723348,0.093774,0.316808,0.003113
1761723351,0.093774,0.319921,0.003113
1761723354,0.093774,0.323034,0.003113
1761723357,0.093774,0.326147,0.003113
1761723360,0.093774,0.329260,0.003113
1761723363,0.093774,0.332373,0.003113
1761723366,0.093774,0.335486,0.003113
1761723369,0.093774,0.338598,0.003113
1761723372,0.093774,0.341711,0.003113
1761723375,0.093774,0.344824,0.003113
1761723378,0.093774,0.347937,0.003113
1761723381,0.093774,0.351050,0.003113
1761723384,0.093774,0.354163,0.003113
1761723387,0.093774,0.357276,0.003113
1761723390,0.093774,0.360389,0.003113
1761723393,0.093774,0.363502,0.003113
1761723396,0.093774,0.366615,0.003113
1761723399,0.093774,0.369727,0.003113
1761723402,0.093774,0.372840,0.003113
1761723405,0.093774,0.375953,0.003113
1761723408,0.093774,0.379066,0.003113
1761723411,0.093774,0.382179,0.003113
1761723414,0.093774,0.385292,0.003113
1761723417,0.093774,0.388405,0.003113
1761723420,0.093774,0.391518,0.003113
1761723423,0.093774,0.394631,0.003113
1761723426,0.093774,0.397744,0.003113
1761723429,0.093774,0.400857,0.003113
1761723432,0.093774,0.403969,0.003113
1761723435,0.093774,0.407082,0.003113
