timestamp,actual_rate,current_sample_rate,delta
1761837458,0.100000,0.100000,0.000000
1761837461,0.100000,0.100000,0.000000
1761837464,0.100000,0.100000,0.000000
1761837467,0.100000,0.100000,0.000000
1761837470,0.100000,0.100000,0.000000
1761837473,0.100000,0.100000,0.000000
1761837476,0.100000,0.100000,0.000000
1761837479,0.100000,0.100000,0.000000
1761837482,0.100000,0.100000,0.000000
1761837485,0.100000,0.100000,0.000000
1761837488,0.100000,0.100000,0.000000
1761837491,0.100000,0.100000,0.000000
1761837494,0.100000,0.100000,0.000000
1761837497,0.100000,0.099130,-0.000870
1761837500,0.098611,0.099847,0.000716
1761837503,0.097381,0.102892,0.003046
1761837506,0.097660,0.104426,0.001534
1761837509,0.097885,0.103969,-0.000457
1761837512,0.098103,0.101990,-0.001979
1761837515,0.098333,0.096664,-0.005326
1761837518,0.097333,0.092297,-0.004368
1761837521,0.096548,0.088207,-0.004089
1761837524,0.094946,0.085845,-0.002362
1761837527,0.093627,0.084223,-0.001623
1761837530,0.092523,0.082893,-0.001330
1761837533,0.091583,0.081554,-0.001339
1761837536,0.090775,0.080100,-0.001454
1761837539,0.090072,0.078492,-0.001609
1761837542,0.088844,0.077280,-0.001212
1761837545,0.087756,0.076142,-0.001138
1761837548,0.086788,0.074963,-0.001179
1761837551,0.085920,0.073713,-0.001250
1761837554,0.085304,0.072739,-0.000974
1761837557,0.084579,0.071495,-0.001244
1761837560,0.083920,0.070073,-0.001422
1761837563,0.083317,0.068541,-0.001532
1761837566,0.082350,0.067175,-0.001366
1761837569,0.081460,0.065883,-0.001291
1761837572,0.080638,0.064627,-0.001256
1761837575,0.080041,0.063619,-0.001009
1761837578,0.079478,0.062734,-0.000885
1761837581,0.078945,0.061933,-0.000801
1761837584,0.078371,0.061079,-0.000854
1761837587,0.077897,0.060301,-0.000778
1761837590,0.077446,0.059569,-0.000732
1761837593,0.076772,0.058989,-0.000580
1761837596,0.076220,0.058574,-0.000415
1761837599,0.075777,0.058353,-0.000221
1761837602,0.075433,0.058340,-0.000013
1761837605,0.075016,0.058390,0.000050
1761837608,0.074613,0.058493,0.000104
1761837611,0.074222,0.058642,0.000149
1761837614,0.073844,0.058829,0.000187
1761837617,0.073622,0.059210,0.000381
1761837620,0.073405,0.059725,0.000514
1761837623,0.073191,0.060345,0.000621
1761837626,0.073072,0.061002,0.000656
1761837629,0.072955,0.061703,0.000702
1761837632,0.072840,0.062447,0.000744
1761837635,0.072765,0.063344,0.000896
1761837638,0.072653,0.064239,0.000895
1761837641,0.072580,0.065268,0.001030
1761837644,0.072471,0.066288,0.001020
1761837647,0.072400,0.067443,0.001154
1761837650,0.072330,0.068710,0.001268
1761837653,0.072225,0.069954,0.001244
1761837656,0.072191,0.071473,0.001518
1761837659,0.072179,0.073018,0.001546
1761837662,0.072173,0.074796,0.001778
1761837665,0.072167,0.076774,0.001978
1761837668,0.072161,0.078955,0.002181
1761837671,0.072155,0.081330,0.002375
1761837674,0.072198,0.083635,0.002306
1761837677,0.072219,0.086185,0.002549
1761837680,0.072240,0.088969,0.002785
1761837683,0.072262,0.091988,0.003018
1761837686,0.072310,0.095227,0.003239
1761837689,0.072405,0.098332,0.003105
1761837692,0.072453,0.101765,0.003433
1761837695,0.072527,0.105488,0.003723
1761837698,0.072601,0.109511,0.004023
1761837701,0.072674,0.113865,0.004354
1761837704,0.072872,0.117920,0.004055
1761837707,0.072971,0.122427,0.004507
1761837710,0.073095,0.127324,0.004896
1761837713,0.073219,0.132631,0.005307
1761837716,0.073368,0.138337,0.005706
1761837719,0.073665,0.143492,0.005155
1761837722,0.073838,0.149193,0.005701
1761837725,0.074010,0.155436,0.006243
1761837728,0.074208,0.162174,0.006739
1761837731,0.074430,0.168530,0.006356
1761837734,0.074871,0.174713,0.006182
1761837737,0.075116,0.181522,0.006809
1761837740,0.075385,0.188852,0.007330
1761837743,0.075652,0.196762,0.007910
1761837746,0.075944,0.204029,0.007267
1761837749,0.076574,0.210294,0.006265
1761837752,0.076911,0.217129,0.006835
1761837755,0.077247,0.224502,0.007373
1761837758,0.077607,0.232289,0.007787
1761837761,0.077990,0.238977,0.006687
1761837764,0.078750,0.243873,0.004897
1761837767,0.079152,0.249288,0.005414
1761837770,0.079552,0.255150,0.005863
1761837773,0.079975,0.261257,0.006107
1761837776,0.080421,0.265934,0.004677
1761837779,0.081305,0.268008,0.002074
1761837782,0.081744,0.270644,0.002635
1761837785,0.082206,0.273551,0.002908
1761837788,0.082665,0.276652,0.003101
1761837791,0.083122,0.279943,0.003291
1761837794,0.084029,0.278974,-0.000969
1761837797,0.084479,0.278735,-0.000238
1761837800,0.084928,0.277662,-0.001073
1761837803,0.085373,0.277132,-0.000530
1761837806,0.085817,0.277061,-0.000072
1761837809,0.086699,0.274550,-0.002511
1761837812,0.087136,0.272916,-0.001633
1761837815,0.087571,0.271904,-0.001013
1761837818,0.088005,0.271419,-0.000485
1761837821,0.088436,0.271372,-0.000047
1761837824,0.089292,0.267609,-0.003763
1761837827,0.089694,0.264978,-0.002631
1761837830,0.090094,0.263221,-0.001757
1761837833,0.090492,0.262163,-0.001058
1761837836,0.090888,0.261689,-0.000473
1761837839,0.091282,0.260462,-0.001227
1761837842,0.091674,0.261011,0.000549
1761837845,0.092454,0.256723,-0.004289
1761837848,0.092818,0.253769,-0.002954
1761837851,0.093180,0.251830,-0.001939
1761837854,0.093540,0.250687,-0.001143
1761837857,0.093899,0.250197,-0.000490
1761837860,0.094612,0.246266,-0.003931
1761837863,0.094943,0.243797,-0.002469
1761837866,0.095273,0.242313,-0.001484
1761837869,0.095601,0.242797,0.000484
1761837872,0.095928,0.242668,-0.000129
1761837875,0.096577,0.238672,-0.003995
1761837878,0.096876,0.236304,-0.002368
1761837881,0.097175,0.234931,-0.001373
1761837884,0.097472,0.234332,-0.000600
1761837887,0.097768,0.235412,0.001081
1761837890,0.098356,0.230109,-0.005303
1761837893,0.098647,0.226045,-0.004065
1761837896,0.099183,0.217259,-0.008786
1761837899,0.099912,0.196352,-0.020907
1761837902,0.100501,0.168574,-0.027778
1761837905,0.100887,0.124968,-0.043606
1761837908,0.101011,0.095777,-0.029192
1761837911,0.100940,0.075191,-0.020586
1761837914,0.100743,0.049792,-0.025399
1761837917,0.100105,0.043491,-0.006301
1761837920,0.099357,0.046536,0.003046
1761837923,0.098627,0.055723,0.009186
1761837926,0.098036,0.066652,0.010929
1761837929,0.097580,0.077050,0.010398
1761837932,0.097253,0.085947,0.008896
1761837935,0.097051,0.092920,0.006974
1761837938,0.097010,0.100052,0.007132
1761837941,0.097027,0.106651,0.006598
1761837944,0.097044,0.112595,0.005945
1761837947,0.097118,0.117541,0.004946
1761837950,0.097192,0.121700,0.004159
1761837953,0.097321,0.124728,0.003027
1761837956,0.097406,0.128157,0.003429
1761837959,0.097448,0.133249,0.005092
1761837962,0.097509,0.139347,0.006098
1761837965,0.097631,0.144247,0.004899
1761837968,0.097709,0.150292,0.006046
1761837971,0.097807,0.156136,0.005844
1761837974,0.097904,0.163565,0.007429
1761837977,0.098019,0.170485,0.006920
1761837980,0.098284,0.174217,0.003732
1761837983,0.098416,0.179253,0.005036
1761837986,0.098548,0.186254,0.007001
1761837989,0.098697,0.193513,0.007259
1761837992,0.098864,0.195279,0.001767
1761837995,0.099197,0.193727,-0.001552
1761837998,0.099362,0.188780,-0.004947
1761838001,0.099509,0.186515,-0.002265
1761838004,0.099655,0.181346,-0.005169
